Type,Study,Site,Depth,Depth type,Age (Ma),Age Frame,Age (Ma relative to K-Pg),d18O,Temperature (deg C),?Temperature
,this study,IODP U1403,249.07,rCCSF,66.166,D.-T. et al. 2014,-0.1444,-0.75,12.77,1.51
,this study,IODP U1403,249.1,rCCSF,66.17,D.-T. et al. 2014,-0.1475,-0.85,13.21,1.94
,this study,IODP U1403,249.3,rCCSF,66.191,D.-T. et al. 2014,-0.1686,-0.81,13.05,1.78
,this study,IODP U1403,249.4,rCCSF,66.201,D.-T. et al. 2014,-0.1792,-0.97,13.78,2.52
,this study,IODP U1403,249.5,rCCSF,66.212,D.-T. et al. 2014,-0.1897,-0.62,12.19,0.93
,this study,IODP U1403,249.7,rCCSF,66.233,D.-T. et al. 2014,-0.2108,-0.53,11.76,0.5
,this study,IODP U1403,249.78,rCCSF,66.241,D.-T. et al. 2014,-0.2192,-0.57,11.94,0.68
,this study,IODP U1403,249.8,rCCSF,66.243,D.-T. et al. 2014,-0.2213,-0.79,12.95,1.69
,this study,IODP U1403,249.9,rCCSF,66.254,D.-T. et al. 2014,-0.2319,-0.54,11.83,0.56
,this study,IODP U1403,249.98,rCCSF,66.262,D.-T. et al. 2014,-0.2403,-0.54,11.83,0.56
,this study,IODP U1403,250.1,rCCSF,66.275,D.-T. et al. 2014,-0.2529,-0.57,11.93,0.67
,this study,IODP U1403,250.18,rCCSF,66.283,D.-T. et al. 2014,-0.2614,-0.41,11.21,-0.05
,this study,IODP U1403,250.2,rCCSF,66.285,D.-T. et al. 2014,-0.2635,-0.47,11.5,0.24
,this study,IODP U1403,250.3,rCCSF,66.296,D.-T. et al. 2014,-0.274,-0.56,11.88,0.62
,this study,IODP U1403,250.5,rCCSF,66.317,D.-T. et al. 2014,-0.2951,-0.42,11.27,0.01
,this study,IODP U1403,250.6,rCCSF,66.328,D.-T. et al. 2014,-0.3056,-0.52,11.71,0.45
,this study,IODP U1403,250.7,rCCSF,66.338,D.-T. et al. 2014,-0.3162,-0.42,11.26,0
,this study,IODP U1403,250.9,rCCSF,66.359,D.-T. et al. 2014,-0.3372,-0.49,11.57,0.3
,this study,IODP U1403,251,rCCSF,66.37,D.-T. et al. 2014,-0.3478,-0.46,11.44,0.18
,this study,IODP U1403,251.1,rCCSF,66.38,D.-T. et al. 2014,-0.3582,-0.49,11.58,0.31
,this study,IODP U1403,251.3,rCCSF,66.401,D.-T. et al. 2014,-0.3791,-0.59,12.05,0.79
,this study,IODP U1403,251.4,rCCSF,66.411,D.-T. et al. 2014,-0.3895,-0.72,12.64,1.38
,this study,IODP U1403,251.49,rCCSF,66.421,D.-T. et al. 2014,-0.3988,-0.53,11.78,0.51
,this study,IODP U1403,251.7,rCCSF,66.443,D.-T. et al. 2014,-0.4207,-0.45,11.4,0.13
,this study,IODP U1403,251.8,rCCSF,66.453,D.-T. et al. 2014,-0.4311,-0.53,11.74,0.48
,this study,IODP U1403,251.9,rCCSF,66.464,D.-T. et al. 2014,-0.4415,-0.64,12.27,1.01
,this study,IODP U1403,252.1,rCCSF,66.484,D.-T. et al. 2014,-0.4623,-0.49,11.6,0.33
,this study,IODP U1403,252.2,rCCSF,66.495,D.-T. et al. 2014,-0.4727,-0.75,12.75,1.49
,this study,IODP U1403,252.24,rCCSF,66.499,D.-T. et al. 2014,-0.4769,-0.71,12.6,1.33
,this study,IODP U1403,252.3,rCCSF,66.505,D.-T. et al. 2014,-0.4831,-0.62,12.18,0.92
,this study,IODP U1403,252.34,rCCSF,66.509,D.-T. et al. 2014,-0.4873,-0.45,11.41,0.15
,this study,IODP U1403,252.44,rCCSF,66.52,D.-T. et al. 2014,-0.4977,-0.61,12.13,0.87
,this study,IODP U1403,252.5,rCCSF,66.526,D.-T. et al. 2014,-0.504,-0.57,11.93,0.67
,this study,IODP U1403,252.54,rCCSF,66.53,D.-T. et al. 2014,-0.5081,-0.47,11.5,0.24
,this study,IODP U1403,252.6,rCCSF,66.536,D.-T. et al. 2014,-0.5144,-0.61,12.11,0.85
,this study,IODP U1403,252.64,rCCSF,66.541,D.-T. et al. 2014,-0.5185,-0.5,11.64,0.38
,this study,IODP U1403,252.7,rCCSF,66.547,D.-T. et al. 2014,-0.5248,-0.54,11.8,0.54
,this study,IODP U1403,252.74,rCCSF,66.551,D.-T. et al. 2014,-0.5289,-0.54,11.82,0.56
,this study,IODP U1403,252.84,rCCSF,66.561,D.-T. et al. 2014,-0.5393,-0.48,11.52,0.26
,this study,IODP U1403,252.9,rCCSF,66.568,D.-T. et al. 2014,-0.5456,-0.48,11.55,0.29
,this study,IODP U1403,252.94,rCCSF,66.572,D.-T. et al. 2014,-0.5498,-0.43,11.33,0.06
,this study,IODP U1403,252.99,rCCSF,66.577,D.-T. et al. 2014,-0.555,-0.6,12.07,0.81
,this study,IODP U1403,253.04,rCCSF,66.582,D.-T. et al. 2014,-0.5602,-0.5,11.64,0.38
,this study,IODP U1403,253.14,rCCSF,66.593,D.-T. et al. 2014,-0.5706,-0.28,10.62,-0.64
,this study,IODP U1403,253.2,rCCSF,66.599,D.-T. et al. 2014,-0.5768,-0.46,11.47,0.21
,this study,IODP U1403,253.24,rCCSF,66.603,D.-T. et al. 2014,-0.581,-0.44,11.38,0.12
,this study,IODP U1403,253.3,rCCSF,66.609,D.-T. et al. 2014,-0.5872,-0.61,12.12,0.86
,this study,IODP U1403,253.34,rCCSF,66.613,D.-T. et al. 2014,-0.5914,-0.35,10.94,-0.32
,this study,IODP U1403,253.4,rCCSF,66.62,D.-T. et al. 2014,-0.5976,-0.58,11.97,0.71
,this study,IODP U1403,253.44,rCCSF,66.624,D.-T. et al. 2014,-0.6018,-0.41,11.23,-0.03
,this study,IODP U1403,253.54,rCCSF,66.634,D.-T. et al. 2014,-0.6122,-0.35,10.94,-0.32
,this study,IODP U1403,253.6,rCCSF,66.64,D.-T. et al. 2014,-0.6184,-0.3,10.73,-0.53
,this study,IODP U1403,253.63,rCCSF,66.644,D.-T. et al. 2014,-0.6216,-0.41,11.23,-0.03
,this study,IODP U1403,253.7,rCCSF,66.651,D.-T. et al. 2014,-0.6289,-0.56,11.88,0.62
,this study,IODP U1403,253.74,rCCSF,66.655,D.-T. et al. 2014,-0.633,-0.25,10.51,-0.75
,this study,IODP U1403,253.8,rCCSF,66.661,D.-T. et al. 2014,-0.6393,-0.3,10.71,-0.55
,this study,IODP U1403,253.84,rCCSF,66.665,D.-T. et al. 2014,-0.6434,-0.43,11.29,0.03
,this study,IODP U1403,253.94,rCCSF,66.676,D.-T. et al. 2014,-0.6538,-0.38,11.09,-0.17
,this study,IODP U1403,254,rCCSF,66.682,D.-T. et al. 2014,-0.6601,-0.34,10.92,-0.34
,this study,IODP U1403,254.04,rCCSF,66.686,D.-T. et al. 2014,-0.6642,-0.44,11.36,0.1
,this study,IODP U1403,254.11,rCCSF,66.694,D.-T. et al. 2014,-0.6715,-0.46,11.46,0.19
,this study,IODP U1403,254.14,rCCSF,66.697,D.-T. et al. 2014,-0.6747,-0.42,11.25,-0.01
,this study,IODP U1403,254.21,rCCSF,66.704,D.-T. et al. 2014,-0.6819,-0.25,10.51,-0.75
,this study,IODP U1403,254.24,rCCSF,66.707,D.-T. et al. 2014,-0.6851,-0.31,10.76,-0.5
,this study,IODP U1403,254.34,rCCSF,66.717,D.-T. et al. 2014,-0.6955,-0.52,11.72,0.46
,this study,IODP U1403,254.41,rCCSF,66.725,D.-T. et al. 2014,-0.7028,-0.18,10.19,-1.08
,this study,IODP U1403,254.44,rCCSF,66.728,D.-T. et al. 2014,-0.7059,-0.41,11.22,-0.04
,this study,IODP U1403,254.51,rCCSF,66.735,D.-T. et al. 2014,-0.7132,-0.49,11.6,0.34
,this study,IODP U1403,254.54,rCCSF,66.738,D.-T. et al. 2014,-0.7163,-0.44,11.36,0.1
,this study,IODP U1403,254.61,rCCSF,66.746,D.-T. et al. 2014,-0.7236,-0.26,10.54,-0.72
,this study,IODP U1403,254.64,rCCSF,66.749,D.-T. et al. 2014,-0.7267,-0.43,11.31,0.05
,this study,IODP U1403,254.74,rCCSF,66.759,D.-T. et al. 2014,-0.7371,-0.66,12.37,1.11
,this study,IODP U1403,254.84,rCCSF,66.77,D.-T. et al. 2014,-0.7475,-0.38,11.07,-0.19
,this study,IODP U1403,254.94,rCCSF,66.78,D.-T. et al. 2014,-0.7579,-0.54,11.8,0.54
,this study,IODP U1403,255.04,rCCSF,66.79,D.-T. et al. 2014,-0.7677,-0.35,10.95,-0.31
,this study,IODP U1403,255.13,rCCSF,66.798,D.-T. et al. 2014,-0.7764,-0.51,11.66,0.39
,this study,IODP U1403,255.24,rCCSF,66.809,D.-T. et al. 2014,-0.787,-0.43,11.31,0.05
,this study,IODP U1403,255.34,rCCSF,66.819,D.-T. et al. 2014,-0.7967,-0.21,10.35,-0.92
,this study,IODP U1403,255.54,rCCSF,66.838,D.-T. et al. 2014,-0.816,-0.29,10.68,-0.58
,this study,IODP U1403,255.64,rCCSF,66.848,D.-T. et al. 2014,-0.8257,-0.4,11.16,-0.1
,this study,IODP U1403,255.74,rCCSF,66.857,D.-T. et al. 2014,-0.8353,-0.34,10.91,-0.35
,this study,IODP U1403,255.94,rCCSF,66.877,D.-T. et al. 2014,-0.8547,-0.32,10.82,-0.44
,this study,IODP U1403,256.04,rCCSF,66.886,D.-T. et al. 2014,-0.8643,-0.47,11.49,0.23
,this study,IODP U1403,256.14,rCCSF,66.896,D.-T. et al. 2014,-0.874,-0.29,10.68,-0.58
,this study,IODP U1403,256.34,rCCSF,66.915,D.-T. et al. 2014,-0.8933,-0.23,10.43,-0.83
,this study,IODP U1403,256.44,rCCSF,66.925,D.-T. et al. 2014,-0.9029,-0.31,10.77,-0.5
,this study,IODP U1403,256.54,rCCSF,66.935,D.-T. et al. 2014,-0.9126,-0.3,10.73,-0.53
,this study,IODP U1403,256.74,rCCSF,66.954,D.-T. et al. 2014,-0.9319,-0.35,10.94,-0.32
,this study,IODP U1403,256.84,rCCSF,66.964,D.-T. et al. 2014,-0.9416,-0.41,11.23,-0.03
,this study,IODP U1403,256.94,rCCSF,66.973,D.-T. et al. 2014,-0.9512,-0.57,11.94,0.68
,this study,IODP U1403,257.04,rCCSF,66.983,D.-T. et al. 2014,-0.9609,-0.48,11.54,0.28
,this study,IODP U1403,257.24,rCCSF,67.002,D.-T. et al. 2014,-0.9802,-0.42,11.26,-0.01
,this study,IODP U1403,257.34,rCCSF,67.012,D.-T. et al. 2014,-0.9899,-0.44,11.36,0.09
,this study,IODP U1403,257.44,rCCSF,67.022,D.-T. et al. 2014,-0.9995,-0.44,11.34,0.08
,this study,IODP U1403,257.64,rCCSF,67.041,D.-T. et al. 2014,-1.0188,-0.35,10.93,-0.33
,this study,IODP U1403,257.74,rCCSF,67.051,D.-T. et al. 2014,-1.0285,-0.42,11.28,0.01
,this study,IODP U1403,257.84,rCCSF,67.06,D.-T. et al. 2014,-1.0382,-0.19,10.26,-1
,this study,IODP U1403,258.04,rCCSF,67.079,D.-T. et al. 2014,-1.0575,-0.27,10.58,-0.68
,this study,IODP U1403,258.13,rCCSF,67.088,D.-T. et al. 2014,-1.0662,-0.51,11.67,0.4
,this study,IODP U1403,258.24,rCCSF,67.099,D.-T. et al. 2014,-1.0768,-0.27,10.6,-0.66
,this study,IODP U1403,258.44,rCCSF,67.118,D.-T. et al. 2014,-1.0961,-0.31,10.79,-0.47
,this study,IODP U1403,258.54,rCCSF,67.128,D.-T. et al. 2014,-1.1058,-0.43,11.29,0.03
,this study,IODP U1403,258.64,rCCSF,67.137,D.-T. et al. 2014,-1.1154,-0.24,10.47,-0.79
,this study,IODP U1403,258.84,rCCSF,67.157,D.-T. et al. 2014,-1.1347,-0.15,10.07,-1.19
,this study,IODP U1403,258.94,rCCSF,67.166,D.-T. et al. 2014,-1.1444,-0.37,11.05,-0.21
,this study,IODP U1403,259.04,rCCSF,67.176,D.-T. et al. 2014,-1.1541,-0.16,10.12,-1.14
,this study,IODP U1403,259.07,rCCSF,67.179,D.-T. et al. 2014,-1.157,-0.37,11.04,-0.22
,this study,IODP U1403,259.17,rCCSF,67.189,D.-T. et al. 2014,-1.1666,-0.35,10.95,-0.31
,this study,IODP U1403,259.24,rCCSF,67.195,D.-T. et al. 2014,-1.1731,-0.25,10.49,-0.77
,this study,IODP U1403,259.27,rCCSF,67.198,D.-T. et al. 2014,-1.1757,-0.2,10.27,-0.99
,this study,IODP U1403,259.34,rCCSF,67.204,D.-T. et al. 2014,-1.1818,-0.48,11.52,0.26
,this study,IODP U1403,259.44,rCCSF,67.213,D.-T. et al. 2014,-1.1906,-0.3,10.75,-0.52
,this study,IODP U1403,259.47,rCCSF,67.215,D.-T. et al. 2014,-1.1932,-0.26,10.54,-0.72
,this study,IODP U1403,259.57,rCCSF,67.224,D.-T. et al. 2014,-1.2019,-0.24,10.47,-0.79
,this study,IODP U1403,259.67,rCCSF,67.233,D.-T. et al. 2014,-1.2107,-0.17,10.15,-1.11
,this study,IODP U1403,259.74,rCCSF,67.239,D.-T. et al. 2014,-1.2168,-0.5,11.62,0.36
,this study,IODP U1403,259.84,rCCSF,67.248,D.-T. et al. 2014,-1.2256,-0.12,9.92,-1.34
,this study,IODP U1403,259.87,rCCSF,67.25,D.-T. et al. 2014,-1.2282,-0.18,10.21,-1.05
,this study,IODP U1403,259.97,rCCSF,67.259,D.-T. et al. 2014,-1.237,-0.5,11.65,0.39
,this study,IODP U1403,260.04,rCCSF,67.265,D.-T. et al. 2014,-1.2431,-0.27,10.58,-0.69
,this study,IODP U1403,260.07,rCCSF,67.268,D.-T. et al. 2014,-1.2457,-0.3,10.74,-0.52
,this study,IODP U1403,260.14,rCCSF,67.274,D.-T. et al. 2014,-1.2518,-0.38,11.09,-0.18
,this study,IODP U1403,260.14,rCCSF,67.274,D.-T. et al. 2014,-1.2518,-0.56,11.92,0.65
,this study,IODP U1403,260.24,rCCSF,67.283,D.-T. et al. 2014,-1.2606,-0.41,11.2,-0.06
,this study,IODP U1403,260.27,rCCSF,67.285,D.-T. et al. 2014,-1.2632,-0.27,10.6,-0.66
,this study,IODP U1403,260.37,rCCSF,67.294,D.-T. et al. 2014,-1.272,-0.45,11.39,0.13
,this study,IODP U1403,260.44,rCCSF,67.3,D.-T. et al. 2014,-1.2781,-0.33,10.86,-0.41
,this study,IODP U1403,260.46,rCCSF,67.302,D.-T. et al. 2014,-1.2798,-0.36,11,-0.27
,this study,IODP U1403,260.54,rCCSF,67.309,D.-T. et al. 2014,-1.2868,-0.53,11.78,0.51
,this study,IODP U1403,260.64,rCCSF,67.318,D.-T. et al. 2014,-1.2956,-0.4,11.16,-0.1
,this study,IODP U1403,260.67,rCCSF,67.32,D.-T. et al. 2014,-1.2982,-0.24,10.47,-0.79
,this study,IODP U1403,260.77,rCCSF,67.329,D.-T. et al. 2014,-1.307,-0.18,10.2,-1.06
,this study,IODP U1403,260.84,rCCSF,67.335,D.-T. et al. 2014,-1.3131,-0.19,10.26,-1
,this study,IODP U1403,260.87,rCCSF,67.338,D.-T. et al. 2014,-1.3157,-0.28,10.66,-0.61
,this study,IODP U1403,260.94,rCCSF,67.344,D.-T. et al. 2014,-1.3219,-0.37,11.06,-0.21
,this study,IODP U1403,261.03,rCCSF,67.352,D.-T. et al. 2014,-1.3297,-0.23,10.4,-0.86
,this study,IODP U1403,261.07,rCCSF,67.355,D.-T. et al. 2014,-1.3332,-0.3,10.75,-0.51
,this study,IODP U1403,261.17,rCCSF,67.364,D.-T. et al. 2014,-1.342,-0.22,10.36,-0.91
,this study,IODP U1403,261.27,rCCSF,67.373,D.-T. et al. 2014,-1.3507,-0.37,11.05,-0.22
,this study,IODP U1403,261.47,rCCSF,67.39,D.-T. et al. 2014,-1.3683,-0.29,10.69,-0.57
,this study,IODP U1403,261.57,rCCSF,67.399,D.-T. et al. 2014,-1.377,-0.09,9.78,-1.48
,this study,IODP U1403,261.67,rCCSF,67.408,D.-T. et al. 2014,-1.3858,-0.2,10.26,-1
,this study,IODP U1403,261.87,rCCSF,67.425,D.-T. et al. 2014,-1.4033,-0.39,11.11,-0.15
,this study,IODP U1403,261.96,rCCSF,67.433,D.-T. et al. 2014,-1.4111,-0.42,11.26,-0.01
,this study,IODP U1403,262.07,rCCSF,67.443,D.-T. et al. 2014,-1.4208,-0.3,10.73,-0.53
,this study,IODP U1403,262.27,rCCSF,67.46,D.-T. et al. 2014,-1.4383,-0.38,11.1,-0.16
,this study,IODP U1403,262.37,rCCSF,67.469,D.-T. et al. 2014,-1.447,-0.24,10.48,-0.78
,this study,IODP U1403,262.47,rCCSF,67.478,D.-T. et al. 2014,-1.4558,-0.39,11.14,-0.12
,this study,IODP U1403,262.67,rCCSF,67.495,D.-T. et al. 2014,-1.4733,-0.31,10.78,-0.48
,this study,IODP U1403,262.77,rCCSF,67.504,D.-T. et al. 2014,-1.482,-0.34,10.9,-0.36
,this study,IODP U1403,262.87,rCCSF,67.513,D.-T. et al. 2014,-1.4908,-0.26,10.56,-0.71
,this study,IODP U1403,263.07,rCCSF,67.53,D.-T. et al. 2014,-1.5083,-0.36,10.99,-0.27
,this study,IODP U1403,263.14,rCCSF,67.536,D.-T. et al. 2014,-1.5144,-0.38,11.08,-0.18
,this study,IODP U1403,263.17,rCCSF,67.539,D.-T. et al. 2014,-1.517,-0.36,11,-0.26
,this study,IODP U1403,263.24,rCCSF,67.545,D.-T. et al. 2014,-1.5232,-0.19,10.26,-1.01
,this study,IODP U1403,263.27,rCCSF,67.548,D.-T. et al. 2014,-1.5258,-0.25,10.5,-0.76
,this study,IODP U1403,263.44,rCCSF,67.563,D.-T. et al. 2014,-1.5407,-0.23,10.41,-0.85
,this study,IODP U1403,263.46,rCCSF,67.564,D.-T. et al. 2014,-1.5424,-0.45,11.41,0.14
,this study,IODP U1403,263.54,rCCSF,67.571,D.-T. et al. 2014,-1.5494,-0.32,10.84,-0.43
,this study,IODP U1403,263.57,rCCSF,67.574,D.-T. et al. 2014,-1.5521,-0.54,11.79,0.52
,this study,IODP U1403,263.64,rCCSF,67.58,D.-T. et al. 2014,-1.5582,-0.21,10.33,-0.93
,this study,IODP U1403,263.67,rCCSF,67.583,D.-T. et al. 2014,-1.5608,-0.22,10.36,-0.91
,this study,IODP U1403,263.84,rCCSF,67.597,D.-T. et al. 2014,-1.5755,-0.22,10.38,-0.88
,this study,IODP U1403,263.87,rCCSF,67.6,D.-T. et al. 2014,-1.578,-0.31,10.8,-0.46
,this study,IODP U1403,263.94,rCCSF,67.606,D.-T. et al. 2014,-1.584,-0.44,11.36,0.1
,this study,IODP U1403,263.97,rCCSF,67.609,D.-T. et al. 2014,-1.5866,-0.24,10.45,-0.81
,this study,IODP U1403,264.04,rCCSF,67.615,D.-T. et al. 2014,-1.5926,-0.2,10.29,-0.98
,this study,IODP U1403,264.07,rCCSF,67.617,D.-T. et al. 2014,-1.5952,-0.13,9.98,-1.28
,this study,IODP U1403,264.24,rCCSF,67.632,D.-T. et al. 2014,-1.6098,-0.07,9.7,-1.56
,this study,IODP U1403,264.27,rCCSF,67.634,D.-T. et al. 2014,-1.6124,-0.16,10.11,-1.16
,this study,IODP U1403,264.37,rCCSF,67.643,D.-T. et al. 2014,-1.621,-0.31,10.79,-0.48
,this study,IODP U1403,264.43,rCCSF,67.648,D.-T. et al. 2014,-1.6261,-0.03,9.51,-1.75
,this study,IODP U1403,264.47,rCCSF,67.652,D.-T. et al. 2014,-1.6295,-0.19,10.24,-1.02
,this study,IODP U1403,264.64,rCCSF,67.666,D.-T. et al. 2014,-1.6441,-0.18,10.2,-1.06
,this study,IODP U1403,264.67,rCCSF,67.669,D.-T. et al. 2014,-1.6467,-0.75,12.74,1.48
,this study,IODP U1403,264.74,rCCSF,67.675,D.-T. et al. 2014,-1.6527,-0.25,10.51,-0.76
,this study,IODP U1403,264.77,rCCSF,67.677,D.-T. et al. 2014,-1.6553,-0.37,11.04,-0.23
,this study,IODP U1403,264.84,rCCSF,67.683,D.-T. et al. 2014,-1.6613,-0.28,10.66,-0.61
,this study,IODP U1403,264.87,rCCSF,67.686,D.-T. et al. 2014,-1.6639,-0.3,10.73,-0.53
,this study,IODP U1403,265.04,rCCSF,67.7,D.-T. et al. 2014,-1.6785,-0.12,9.92,-1.35
,this study,IODP U1403,265.07,rCCSF,67.703,D.-T. et al. 2014,-1.6811,-0.22,10.39,-0.87
,this study,IODP U1403,265.14,rCCSF,67.709,D.-T. et al. 2014,-1.6871,-0.46,11.46,0.2
,this study,IODP U1403,265.17,rCCSF,67.712,D.-T. et al. 2014,-1.6897,-0.57,11.92,0.66
,this study,IODP U1403,265.24,rCCSF,67.718,D.-T. et al. 2014,-1.6957,-0.2,10.3,-0.96
,this study,IODP U1403,265.27,rCCSF,67.72,D.-T. et al. 2014,-1.6982,-0.4,11.16,-0.1
,this study,IODP U1403,265.44,rCCSF,67.735,D.-T. et al. 2014,-1.7128,-0.24,10.45,-0.81
,this study,IODP U1403,265.47,rCCSF,67.737,D.-T. et al. 2014,-1.7154,-0.51,11.67,0.41
,this study,IODP U1403,265.54,rCCSF,67.743,D.-T. et al. 2014,-1.7214,-0.47,11.47,0.21
,this study,IODP U1403,265.57,rCCSF,67.746,D.-T. et al. 2014,-1.724,-0.58,11.98,0.72
,this study,IODP U1403,265.64,rCCSF,67.752,D.-T. et al. 2014,-1.73,-0.2,10.31,-0.96
,this study,IODP U1403,265.67,rCCSF,67.755,D.-T. et al. 2014,-1.7326,-0.57,11.94,0.68
,this study,IODP U1403,265.84,rCCSF,67.769,D.-T. et al. 2014,-1.7472,-0.3,10.71,-0.55
,this study,IODP U1403,265.87,rCCSF,67.772,D.-T. et al. 2014,-1.7498,-0.35,10.97,-0.29
,this study,IODP U1403,265.93,rCCSF,67.777,D.-T. et al. 2014,-1.7549,-0.47,11.47,0.21
,this study,IODP U1403,265.97,rCCSF,67.78,D.-T. et al. 2014,-1.7583,-0.33,10.86,-0.4
,this study,IODP U1403,266.04,rCCSF,67.786,D.-T. et al. 2014,-1.7644,-0.29,10.7,-0.56
,this study,IODP U1403,266.24,rCCSF,67.804,D.-T. et al. 2014,-1.7815,-0.22,10.37,-0.9
,this study,IODP U1403,266.27,rCCSF,67.806,D.-T. et al. 2014,-1.7841,-0.28,10.62,-0.64
,this study,IODP U1403,266.34,rCCSF,67.812,D.-T. et al. 2014,-1.7901,-0.48,11.52,0.26
,this study,IODP U1403,266.37,rCCSF,67.815,D.-T. et al. 2014,-1.7927,-0.44,11.36,0.09
,this study,IODP U1403,266.44,rCCSF,67.821,D.-T. et al. 2014,-1.7987,-0.26,10.56,-0.7
,this study,IODP U1403,266.47,rCCSF,67.823,D.-T. et al. 2014,-1.8013,-0.06,9.68,-1.58
,this study,IODP U1403,266.64,rCCSF,67.838,D.-T. et al. 2014,-1.8159,-0.2,10.28,-0.98
,this study,IODP U1403,266.67,rCCSF,67.84,D.-T. et al. 2014,-1.8185,-0.3,10.75,-0.51
,this study,IODP U1403,266.74,rCCSF,67.846,D.-T. et al. 2014,-1.8245,-0.41,11.23,-0.03
,this study,IODP U1403,266.77,rCCSF,67.849,D.-T. et al. 2014,-1.827,-0.38,11.1,-0.17
,this study,IODP U1403,266.84,rCCSF,67.855,D.-T. et al. 2014,-1.8331,-0.3,10.73,-0.53
,this study,IODP U1403,266.87,rCCSF,67.858,D.-T. et al. 2014,-1.8356,-0.36,11.02,-0.24
,this study,IODP U1403,267.04,rCCSF,67.872,D.-T. et al. 2014,-1.8502,-0.1,9.82,-1.44
,this study,IODP U1403,267.14,rCCSF,67.881,D.-T. et al. 2014,-1.8588,-0.2,10.27,-0.99
,this study,IODP U1403,267.14,rCCSF,67.881,D.-T. et al. 2014,-1.8588,-0.54,11.8,0.54
,this study,IODP U1403,267.24,rCCSF,67.889,D.-T. et al. 2014,-1.8674,-0.18,10.19,-1.07
,this study,IODP U1403,267.24,rCCSF,67.889,D.-T. et al. 2014,-1.8674,-0.39,11.12,-0.14
,this study,IODP U1403,267.43,rCCSF,67.906,D.-T. et al. 2014,-1.8837,-0.14,10.01,-1.26
,this study,IODP U1403,267.54,rCCSF,67.915,D.-T. et al. 2014,-1.8932,-0.44,11.35,0.09
,this study,IODP U1403,267.64,rCCSF,67.924,D.-T. et al. 2014,-1.9017,-0.36,10.98,-0.28
,this study,IODP U1403,267.84,rCCSF,67.941,D.-T. et al. 2014,-1.9189,-0.24,10.47,-0.8
,this study,IODP U1403,267.94,rCCSF,67.95,D.-T. et al. 2014,-1.9275,-0.12,9.92,-1.34
,this study,IODP U1403,268.04,rCCSF,67.958,D.-T. et al. 2014,-1.9361,-0.29,10.68,-0.58
,this study,IODP U1403,268.24,rCCSF,67.975,D.-T. et al. 2014,-1.9533,-0.11,9.86,-1.4
,this study,IODP U1403,268.34,rCCSF,67.984,D.-T. et al. 2014,-1.9619,-0.58,11.97,0.71
,this study,IODP U1403,268.44,rCCSF,67.995,D.-T. et al. 2014,-1.973,-0.07,9.73,-1.53
,this study,IODP U1403,268.64,rCCSF,68.019,D.-T. et al. 2014,-1.9969,-0.06,9.65,-1.62
,this study,IODP U1403,268.74,rCCSF,68.031,D.-T. et al. 2014,-2.0089,-0.42,11.25,-0.01
,this study,IODP U1403,268.84,rCCSF,68.043,D.-T. et al. 2014,-2.0209,-0.12,9.91,-1.35
,this study,IODP U1403,269.04,rCCSF,68.067,D.-T. et al. 2014,-2.0448,-0.28,10.64,-0.63
,this study,IODP U1403,269.14,rCCSF,68.079,D.-T. et al. 2014,-2.0568,-0.23,10.43,-0.84
,this study,IODP U1403,269.24,rCCSF,68.091,D.-T. et al. 2014,-2.0688,-0.34,10.92,-0.35
,this study,IODP U1403,269.34,rCCSF,68.103,D.-T. et al. 2014,-2.0808,-0.16,10.09,-1.17
,this study,IODP U1403,269.34,rCCSF,68.103,D.-T. et al. 2014,-2.0808,-0.15,10.04,-1.22
,this study,IODP U1403,269.44,rCCSF,68.115,D.-T. et al. 2014,-2.0927,-0.3,10.73,-0.53
,this study,IODP U1403,269.54,rCCSF,68.127,D.-T. et al. 2014,-2.1047,-0.14,10.04,-1.22
,this study,IODP U1403,269.54,rCCSF,68.127,D.-T. et al. 2014,-2.1047,-0.12,9.92,-1.35
,this study,IODP U1403,269.64,rCCSF,68.139,D.-T. et al. 2014,-2.1167,-0.33,10.88,-0.38
,this study,IODP U1403,269.74,rCCSF,68.151,D.-T. et al. 2014,-2.1287,-0.41,11.24,-0.02
,this study,IODP U1403,269.74,rCCSF,68.151,D.-T. et al. 2014,-2.1287,-0.14,10.03,-1.23
,this study,IODP U1403,269.84,rCCSF,68.163,D.-T. et al. 2014,-2.1406,-0.34,10.91,-0.36
,this study,IODP U1403,269.94,rCCSF,68.175,D.-T. et al. 2014,-2.1526,-0.22,10.37,-0.9
,this study,IODP U1403,269.94,rCCSF,68.175,D.-T. et al. 2014,-2.1526,-0.4,11.18,-0.08
,this study,IODP U1403,270.04,rCCSF,68.187,D.-T. et al. 2014,-2.1646,-0.28,10.63,-0.63
,this study,IODP U1403,270.14,rCCSF,68.199,D.-T. et al. 2014,-2.1766,-0.24,10.47,-0.79
,this study,IODP U1403,270.14,rCCSF,68.199,D.-T. et al. 2014,-2.1766,-0.27,10.58,-0.68
,this study,IODP U1403,270.24,rCCSF,68.211,D.-T. et al. 2014,-2.1885,-0.29,10.69,-0.58
,this study,IODP U1403,270.34,rCCSF,68.223,D.-T. et al. 2014,-2.2005,-0.35,10.95,-0.31
,this study,IODP U1403,270.34,rCCSF,68.223,D.-T. et al. 2014,-2.2005,-0.14,10.03,-1.24
,this study,IODP U1403,270.54,rCCSF,68.246,D.-T. et al. 2014,-2.2245,-0.35,10.97,-0.29
